% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=765329, Thu Sep  2 18:28:34 2021
1 100 -0.2250350835829535 -0.08302520353284698 0.04213660111840112 0.12677258914546036 0.8360932819227868 0.9122097525686896 0.9587657206444441 0.9793230770870613 1.0249521615910933 1.1061845657864415 1.1473206908748879
2 200 -0.2250350835829535 -0.08302520353284698 0.04213660111840112 0.12677258914546036 0.8360932819227868 0.9122097525686896 0.9587657206444441 0.9793230770870613 1.0249521615910933 1.1061845657864415 1.1473206908748879
3 300 -0.2250350835829535 -0.08302520353284698 0.04213660111840112 0.12677258914546036 0.8360932819227868 0.9122097525686896 0.9587657206444441 0.9793230770870613 1.0249521615910933 1.1061845657864415 1.1473206908748879
4 400 -0.2250350835829535 -0.08302520353284698 0.04213660111840112 0.12677258914546036 0.8360932819227868 0.9122097525686896 0.9587657206444441 0.9793230770870613 1.0249521615910933 1.1061845657864415 1.1473206908748879
5 500 -0.2250350835829535 -0.08302520353284698 0.04213660111840112 0.12677258914546036 0.8360932819227868 0.9122097525686896 0.9587657206444441 0.9793230770870613 1.0249521615910933 1.1061845657864415 1.1473206908748879
6 600 -0.2250350835829535 -0.08302520353284698 0.04213660111840112 0.12677258914546036 0.8360932819227868 0.9122097525686896 0.9587657206444441 0.9793230770870613 1.0249521615910933 1.1061845657864415 1.1473206908748879
7 700 -0.2250350835829535 -0.08302520353284698 0.04213660111840112 0.12677258914546036 0.8360932819227868 0.9122097525686896 0.9587657206444441 0.9793230770870613 1.0249521615910933 1.1061845657864415 1.1473206908748879
8 800 -0.5446284212550003 -0.10983807492893008 0.18216496944252436 0.6897147432726494 0.42386660209215704 0.6401897533059784 0.7803064709307657 0.9098308852360099 1.1211966310533645 1.2758371706279563 1.4453308907117948
9 900 -0.5446284212550003 -0.10983807492893008 0.18216496944252436 0.6897147432726494 0.42386660209215704 0.6401897533059784 0.7803064709307657 0.9098308852360099 1.1211966310533645 1.2758371706279563 1.4453308907117948
10 1000 -0.5446284212550003 -0.10983807492893008 0.18216496944252436 0.6897147432726494 0.42386660209215704 0.6401897533059784 0.7803064709307657 0.9098308852360099 1.1211966310533645 1.2758371706279563 1.4453308907117948
11 1100 -0.5446284212550003 -0.10983807492893008 0.18216496944252436 0.6897147432726494 0.42386660209215704 0.6401897533059784 0.7803064709307657 0.9098308852360099 1.1211966310533645 1.2758371706279563 1.4453308907117948
12 1200 -0.5446284212550003 -0.10983807492893008 0.18216496944252436 0.6897147432726494 0.42386660209215704 0.6401897533059784 0.7803064709307657 0.9098308852360099 1.1211966310533645 1.2758371706279563 1.4453308907117948
