% # columns="iteration, evaluation, void, void, void, xmean", seed=765329, Thu Sep  2 18:28:34 2021, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 100 0 0 0 0.9702059722535177 0.02463496922871316 -0.0010920336262864978 0.06467515566871479 0.7968476569211279 0.11981953988944025 -0.016263068856165033
2 200 0 0 0 0.9541684838678223 -0.08385741052670206 -0.1762394939489981 0.0827748647770021 0.8700632242158273 0.06417542704260254 -0.026483628524202902
3 300 0 0 0 0.8873950798961062 -0.12094155078773723 -0.11958601305868309 -0.0024318020069043905 0.8982472428961059 -0.11573138266432678 0.021491349446184787
4 400 0 0 0 0.78805174496493 -0.19933097657342647 -0.09414598616366844 -0.12688570895287232 0.8965775736065528 -0.1963614639260496 -0.022212415569701025
5 500 0 0 0 0.7717674417606258 -0.2513659054988225 -0.23478077421685883 -0.24272277971311532 0.9373839474577846 -0.2641794839859693 0.014861242165748707
6 600 0 0 0 0.719916817957692 -0.2725060409217552 -0.23291306085164892 -0.2730825826707883 0.9449600858017929 -0.2689971814507871 0.10614917506039512
7 700 0 0 0 0.721850676126101 -0.36326181769085975 -0.25013768125572927 -0.28900931565242755 0.9546933390683923 -0.2732890637792016 -0.006592262825683232
8 800 0 0 0 0.708407659753916 -0.33907574273834845 -0.358328067535072 -0.4141798891531407 0.9792404359673845 -0.2362342520779117 0.03311581704729522
9 900 0 0 0 0.6702096586529592 -0.26839432064572855 -0.38638283015433394 -0.38093934281758274 0.9822969090211762 -0.24434937583920982 0.033877337176616965
10 1000 0 0 0 0.6443300386379366 -0.3030303859281427 -0.48258515838101573 -0.388790985373163 0.9926843884113072 -0.2814394693402303 0.00039557212347895304
11 1100 0 0 0 0.6229499423841629 -0.3062469804485615 -0.5997322589883343 -0.39133997595543557 0.9951017797377375 -0.3734915573367084 -0.007134214184178634
12 1200 0 0 0 0.5836448072888943 -0.2769618056942852 -0.5158243690290012 -0.4067013017642857 0.9941183163922447 -0.3373155931692808 -0.042505230141099776
13 1300 0 0 0 0.6171756462969673 -0.46732335987224216 -0.531186940177024 -0.49510659940271845 0.9951982343327191 -0.3764107193024601 -0.02299190963883941
